,Country_Code,GDP_Constant_USD_value_crisis,GDP_Constant_USD_value_pre_crisis,GDP_Constant_USD_crisis_year,GDP_Constant_USD_turn_around_year,GDP_Constant_USD_recovery_year_1_2,GDP_Constant_USD_recovery_year_3_4,GDP_Constant_USD_recovery_year,GDP_Constant_USD_recovery_year_1_2_str,GDP_Constant_USD_recovery_year_3_4_str,GDP_Constant_USD_recovery_year_str,GDP_Constant_USD_crisis_shock,GDP_Constant_USD_recovery_time_1_2,GDP_Constant_USD_recovery_time_3_4,GDP_Constant_USD_recovery_time,GDP_growth_rate_value_crisis,GDP_growth_rate_value_pre_crisis,GDP_growth_rate_crisis_year,GDP_growth_rate_turn_around_year,GDP_growth_rate_recovery_year_1_2,GDP_growth_rate_recovery_year_3_4,GDP_growth_rate_recovery_year,GDP_growth_rate_recovery_year_1_2_str,GDP_growth_rate_recovery_year_3_4_str,GDP_growth_rate_recovery_year_str,GDP_growth_rate_crisis_shock,GDP_growth_rate_recovery_time_1_2,GDP_growth_rate_recovery_time_3_4,GDP_growth_rate_recovery_time,revenue_deficit_value_crisis,revenue_deficit_value_pre_crisis,revenue_deficit_crisis_year,revenue_deficit_turn_around_year,revenue_deficit_recovery_year_1_2,revenue_deficit_recovery_year_3_4,revenue_deficit_recovery_year,revenue_deficit_recovery_year_1_2_str,revenue_deficit_recovery_year_3_4_str,revenue_deficit_recovery_year_str,revenue_deficit_crisis_shock,revenue_deficit_recovery_time_1_2,revenue_deficit_recovery_time_3_4,revenue_deficit_recovery_time,neg_govt_expenditure_value_crisis,neg_govt_expenditure_value_pre_crisis,neg_govt_expenditure_crisis_year,neg_govt_expenditure_turn_around_year,neg_govt_expenditure_recovery_year_1_2,neg_govt_expenditure_recovery_year_3_4,neg_govt_expenditure_recovery_year,neg_govt_expenditure_recovery_year_1_2_str,neg_govt_expenditure_recovery_year_3_4_str,neg_govt_expenditure_recovery_year_str,neg_govt_expenditure_crisis_shock,neg_govt_expenditure_recovery_time_1_2,neg_govt_expenditure_recovery_time_3_4,neg_govt_expenditure_recovery_time,Total_Revenue_excl_SC_value_crisis,Total_Revenue_excl_SC_value_pre_crisis,Total_Revenue_excl_SC_crisis_year,Total_Revenue_excl_SC_turn_around_year,Total_Revenue_excl_SC_recovery_year_1_2,Total_Revenue_excl_SC_recovery_year_3_4,Total_Revenue_excl_SC_recovery_year,Total_Revenue_excl_SC_recovery_year_1_2_str,Total_Revenue_excl_SC_recovery_year_3_4_str,Total_Revenue_excl_SC_recovery_year_str,Total_Revenue_excl_SC_crisis_shock,Total_Revenue_excl_SC_recovery_time_1_2,Total_Revenue_excl_SC_recovery_time_3_4,Total_Revenue_excl_SC_recovery_time,Tax_Revenue_value_crisis,Tax_Revenue_value_pre_crisis,Tax_Revenue_crisis_year,Tax_Revenue_turn_around_year,Tax_Revenue_recovery_year_1_2,Tax_Revenue_recovery_year_3_4,Tax_Revenue_recovery_year,Tax_Revenue_recovery_year_1_2_str,Tax_Revenue_recovery_year_3_4_str,Tax_Revenue_recovery_year_str,Tax_Revenue_crisis_shock,Tax_Revenue_recovery_time_1_2,Tax_Revenue_recovery_time_3_4,Tax_Revenue_recovery_time,Income_Taxes_value_crisis,Income_Taxes_value_pre_crisis,Income_Taxes_crisis_year,Income_Taxes_turn_around_year,Income_Taxes_recovery_year_1_2,Income_Taxes_recovery_year_3_4,Income_Taxes_recovery_year,Income_Taxes_recovery_year_1_2_str,Income_Taxes_recovery_year_3_4_str,Income_Taxes_recovery_year_str,Income_Taxes_crisis_shock,Income_Taxes_recovery_time_1_2,Income_Taxes_recovery_time_3_4,Income_Taxes_recovery_time,Value_Added_Tax_value_crisis,Value_Added_Tax_value_pre_crisis,Value_Added_Tax_crisis_year,Value_Added_Tax_turn_around_year,Value_Added_Tax_recovery_year_1_2,Value_Added_Tax_recovery_year_3_4,Value_Added_Tax_recovery_year,Value_Added_Tax_recovery_year_1_2_str,Value_Added_Tax_recovery_year_3_4_str,Value_Added_Tax_recovery_year_str,Value_Added_Tax_crisis_shock,Value_Added_Tax_recovery_time_1_2,Value_Added_Tax_recovery_time_3_4,Value_Added_Tax_recovery_time,Excise_Taxes_value_crisis,Excise_Taxes_value_pre_crisis,Excise_Taxes_crisis_year,Excise_Taxes_turn_around_year,Excise_Taxes_recovery_year_1_2,Excise_Taxes_recovery_year_3_4,Excise_Taxes_recovery_year,Excise_Taxes_recovery_year_1_2_str,Excise_Taxes_recovery_year_3_4_str,Excise_Taxes_recovery_year_str,Excise_Taxes_crisis_shock,Excise_Taxes_recovery_time_1_2,Excise_Taxes_recovery_time_3_4,Excise_Taxes_recovery_time,Trade_Taxes_value_crisis,Trade_Taxes_value_pre_crisis,Trade_Taxes_crisis_year,Trade_Taxes_turn_around_year,Trade_Taxes_recovery_year_1_2,Trade_Taxes_recovery_year_3_4,Trade_Taxes_recovery_year,Trade_Taxes_recovery_year_1_2_str,Trade_Taxes_recovery_year_3_4_str,Trade_Taxes_recovery_year_str,Trade_Taxes_crisis_shock,Trade_Taxes_recovery_time_1_2,Trade_Taxes_recovery_time_3_4,Trade_Taxes_recovery_time,Total_Non_Tax_Revenue_value_crisis,Total_Non_Tax_Revenue_value_pre_crisis,Total_Non_Tax_Revenue_crisis_year,Total_Non_Tax_Revenue_turn_around_year,Total_Non_Tax_Revenue_recovery_year_1_2,Total_Non_Tax_Revenue_recovery_year_3_4,Total_Non_Tax_Revenue_recovery_year,Total_Non_Tax_Revenue_recovery_year_1_2_str,Total_Non_Tax_Revenue_recovery_year_3_4_str,Total_Non_Tax_Revenue_recovery_year_str,Total_Non_Tax_Revenue_crisis_shock,Total_Non_Tax_Revenue_recovery_time_1_2,Total_Non_Tax_Revenue_recovery_time_3_4,Total_Non_Tax_Revenue_recovery_time
119,KAZ,,131983632474.6487,2008,,,,,Trend,Trend,Trend,,,,,,8.8999987,2008,,,,,Trend,Trend,Trend,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,0.1370468887241558,2.4358367145807938,2008,2009,2012,2012,2017,2012,2012,2017,-2.298789825856638,4,4,9
120,KEN,35717358968.45144,35634585973.744934,2008,2009,2009,2009,2008,2009,2009,2008,82772994.70650482,1,1,0,0.23228379999999998,6.850730900000001,2008,2009,2010,2010,2010,2010,2010,2010,-6.618447100000001,2,2,2,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,16.24724539007043,16.47270378537272,2009,2010,2011,2011,2011,2011,2011,2011,-0.22545839530229017,2,2,2,15.480886558526812,15.96360596143948,2009,2014,2014,2014,2014,2014,2014,2014,-0.482719402912668,5,5,5,,6.109032286253881,2008,,,,,Trend,Trend,Trend,,,,,,4.6430779138465565,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,2.621867488724516,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,1.8907733931305668,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,0.5090978239332308,0.8063658987918743,2008,2009,2009,2012,2012,2009,2012,2012,-0.2972680748586435,1,4,4
121,KGZ,4794357795.071392,4817073516.796721,2010,2011,2011,2011,2011,2011,2011,2011,-22715721.7253294,1,1,1,-0.47156990000000004,8.5428753,2008,2011,2011,2013,2013,2011,2013,2013,-9.0144452,3,5,5,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,22.80256233134383,24.17975232988638,2009,2010,2011,2011,2011,2011,2011,2011,-1.3771899985425513,2,2,2,17.86231275723899,19.10985573854207,2009,2011,2011,2012,2012,2011,2012,2012,-1.2475429813030807,2,3,3,3.6751563896336013,3.0571255408814784,2008,2009,2009,2009,2008,2009,2009,2008,0.6180308487521229,1,1,0,7.120203923927145,11.136112174986168,2009,2012,2015,2018,2018,2015,Did not Recover,Did not Recover,-4.015908251059024,6,9,9,,1.020451310095984,2008,,,,,Trend,Trend,Trend,,,,,1.973054286219931,2.670227910189009,2008,2011,2011,2011,2012,2011,2011,2012,-0.6971736239690782,3,3,4,4.863261158018715,5.398948540500923,2008,2010,2010,2010,2011,2010,2010,2011,-0.5356873824822079,2,2,3
122,KHM,10600425244.36359,9935578323.299437,2008,2009,2009,2009,2008,2009,2009,2008,664846921.0641537,1,1,0,,10.21258,2008,,,,,Trend,Trend,Trend,,,,,-0.11595087,3.9594032999999995,2009,2010,2012,2014,2014,2012,2014,2014,-4.07535417,3,5,5,-12.989642055406438,-8.201153408830457,2008,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-4.788488646575981,10,10,10,10.84975290275165,12.519519800440259,2009,2010,2012,2012,2012,2012,2012,2012,-1.6697668976886089,3,3,3,9.647781002050968,10.555196465148711,2009,2010,2011,2012,2012,2011,2012,2012,-0.9074154630977436,2,3,3,1.701232582011748,1.7271932528460359,2010,2011,2011,2011,2011,2011,2011,2011,-0.02596067083428788,1,1,1,3.374830193801053,3.723272982746417,2009,2010,2010,2011,2012,2010,2011,2012,-0.3484427889453636,1,2,3,1.674926625643581,2.074306379909544,2009,2010,2010,2011,2012,2010,2011,2012,-0.3993797542659627,1,2,3,2.349454328805642,2.9141251225201987,2008,2013,2013,2014,2014,2013,2014,2014,-0.5646707937145568,5,6,6,1.2019719090617471,1.9643233388656733,2009,2010,2013,2014,2015,2013,2014,2015,-0.7623514298039262,4,5,6
123,KIR,156120895.2485782,159661056.4509915,2008,2011,2011,2012,2012,2011,2012,2012,-3540161.2024133205,3,4,4,-2.0914363999999996,2.0349494999999997,2008,2009,2009,2011,2012,2009,2011,2012,-4.126385899999999,1,3,4,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,35.11363636363637,38.679245283018865,2008,2012,2012,2012,2008,2012,2012,2008,-3.5656089193824982,4,4,0,,18.805031446540877,2008,,,,,Trend,Trend,Trend,,,,,,8.035714285714286,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,11.320754716981131,2008,,,,,Trend,Trend,Trend,,,,,19.65909090909091,19.87421383647799,2008,2012,2012,2012,2008,2012,2012,2008,-0.21512292738707828,4,4,0
124,KNA,766785071.2444445,805320855.4558611,2009,2011,2013,2013,2013,2013,2013,2013,-38535784.2114166,4,4,4,-3.3684766,6.4878545,2009,2010,2011,2013,2018,2011,2013,Did not Recover,-9.8563311,2,4,9,-1.4184716999999998,2.9161837000000004,2008,2011,2011,2011,2012,2011,2011,2012,-4.3346554,3,3,4,-26.944450734844537,-19.38065628126384,2008,2012,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-7.563794453580698,10,10,10,24.41102071352145,25.66607186217054,2009,2011,2011,2011,2011,2011,2011,2011,-1.2550511486490912,2,2,2,16.48651044237102,20.70581752821064,2008,2011,2014,2014,2014,2014,2014,2014,-4.21930708583962,6,6,6,3.574061463917645,7.149656589470001,2010,2014,2015,2018,2018,2015,Did not Recover,Did not Recover,-3.575595125552356,5,8,8,,4.8399774453059035,2008,2009,,,2011,Did not Recover,Did not Recover,2011,,,,3,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,4.588565914984608,9.254414361760436,2009,2013,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-4.665848446775827,9,9,9,5.776227484455251,1.5910223635526206,2008,2009,2009,2009,2008,2009,2009,2008,4.18520512090263,1,1,0
125,KOR,,992431541242.2008,2008,,,,,Trend,Trend,Trend,,,,,0.70751256,5.4633970000000005,2008,2010,2010,2010,2010,2010,2010,2010,-4.755884440000001,2,2,2,5.4980154,8.2549963,2008,2010,2011,2018,2018,2011,Did not Recover,Did not Recover,-2.7569809000000003,3,10,10,-20.201277079851327,-18.82266703397761,2008,2010,2010,2010,2010,2010,2010,2010,-1.3786100458737174,2,2,2,25.258879165862307,27.07766342685411,2008,2011,2017,2018,2018,2017,Did not Recover,Did not Recover,-1.8187842609918015,9,10,10,17.15377160546278,18.81165833620061,2008,2011,2016,2017,2017,2016,2017,2017,-1.6578867307378289,8,9,9,6.268273851809745,7.54722084226888,2008,2011,2011,2016,2016,2011,2016,2016,-1.2789469904591346,3,8,8,5.3206245732088355,5.691044469067231,2008,2014,2014,2016,2016,2014,2016,2016,-0.3704198958583955,6,8,8,1.805971048089288,2.558597710118756,2008,2015,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-0.7526266620294679,10,10,10,0.7096661157255133,0.7057251216217084,2008,2013,2013,2013,2008,2013,2013,2008,0.003940994103804885,5,5,0,7.760406599721831,8.35877771988377,2009,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-0.5983711201619393,9,9,9
126,KSV,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
127,KWT,115419050942.0795,127219511514.3056,2009,2011,2011,2011,2012,2011,2011,2012,-11800460572.226105,2,2,3,,5.991659200000001,2008,,,,,Trend,Trend,Trend,,,,,14.005322,32.530871999999995,2008,2009,2009,2009,2009,2009,2009,2009,-18.525549999999996,1,1,1,,-29.253604905987,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,57.63078660143018,61.78447561462201,2008,2012,2012,2012,2009,2012,2012,2009,-4.15368901319183,4,4,1,0.6073858114674442,1.137854144805876,2010,2014,2015,2015,2015,2015,2015,2015,-0.5304683333384319,5,5,5,,0.2516804272428716,2008,,,,,Trend,Trend,Trend,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,0.5678950025239777,0.5831619655627512,2008,2009,2009,2009,2009,2009,2009,2009,-0.015266963038773507,1,1,1,56.92510350018818,60.906663392774924,2008,2012,2012,2012,2009,2012,2012,2009,-3.981559892586745,4,4,1
128,LAC,4241824454961.241,4308209660897.078,2009,2010,2010,2010,2010,2010,2010,2010,-66385205935.836914,1,1,1,-1.5409024,5.3784652,2008,2010,2010,2010,2010,2010,2010,2010,-6.9193676,2,2,2,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,-29.20480667221726,,2008,2016,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,,10,10,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
129,LAO,,5666082925.926633,2008,,,,,Trend,Trend,Trend,,,,,7.0230913,7.8249049,2009,2017,2018,2018,2010,Did not Recover,Did not Recover,2010,-0.8018136,9,9,1,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,11.96118529650486,2008,,,,,Trend,Trend,Trend,,,,,,9.255679098485905,2008,,,,,Trend,Trend,Trend,,,,,2.559811190133162,3.185754920932643,2009,2011,2011,2012,2012,2011,2012,2012,-0.6259437307994808,2,3,3,,2.2914651685245566,2008,,,,,Trend,Trend,Trend,,,,,,2.1885025844703954,2008,,,,,Trend,Trend,Trend,,,,,1.281579996158418,1.255267248149686,2008,2014,2014,2014,2008,2014,2014,2008,0.026312748008731957,6,6,0,1.491069701463666,2.705506198018956,2008,2012,2013,2014,2014,2013,2014,2014,-1.21443649655529,5,6,6
130,LBN,,29577064026.00331,2008,,,,,Trend,Trend,Trend,,,,,0.24332483,9.340928100000001,2008,2016,2018,2018,2009,Did not Recover,Did not Recover,2009,-9.09760327,10,10,1,,-10.612432,2008,,,,,Trend,Trend,Trend,,,,,,-31.512558200845426,2008,,,,,Trend,Trend,Trend,,,,,17.30530524327128,21.77664890106432,2010,2016,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-4.471343657793039,8,8,8,13.32315517292093,14.95539578896282,2008,2016,2017,2017,2008,2017,2017,2008,-1.632240616041889,9,9,0,3.447968185285263,3.5653164509899686,2009,2010,2010,2010,2011,2010,2010,2011,-0.11734826570470558,1,1,2,3.7513669198358364,5.192402937861948,2009,2016,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-1.4410360180261113,9,9,9,1.738796919407329,3.559785262794767,2010,2015,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-1.820988343387438,8,8,8,0.9062761559409156,1.562840164701767,2009,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-0.6565640087608513,9,9,9,3.056987909096615,5.944729517559337,2008,2011,2011,2014,2018,2011,2014,Did not Recover,-2.887741608462722,3,6,10
131,LBR,,1669073677.234247,2008,,,,,Trend,Trend,Trend,,,,,5.30054,9.5352774,2008,2010,2011,2013,2018,2011,2013,Did not Recover,-4.2347374,3,5,10,,6.949476700000001,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,-7.67543219227968,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,11.95135746606335,14.624908958485069,2008,2010,2010,2012,2012,2010,2012,2012,-2.673551492421719,2,4,4,10.4004004004004,12.294246176256369,2008,2011,2012,2012,2012,2012,2012,2012,-1.8938457758559686,4,4,4,3.157589803012746,3.83102694828842,2008,2009,2009,2009,2011,2009,2009,2011,-0.673437145275674,1,1,3,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,5.761107064821558,2008,,,,,Trend,Trend,Trend,,,,,1.20475113122172,2.676709154113557,2009,2010,2010,2010,2010,2010,2010,2010,-1.4719580228918367,1,1,1
132,LBY,28357141373.219982,71765417108.49579,2009,2012,2012,2012,2010,2012,2012,2010,-43408275735.2758,3,3,1,,6.3523164,2008,,,,,Trend,Trend,Trend,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,81.62163010881,2010,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,6.830064846362794,2010,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,4.867402534189577,2010,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,0.5523271902152859,0.6193839007108838,2008,2009,2009,2009,2009,2009,2009,2009,-0.06705671049559792,1,1,1,,76.78012064862472,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
133,LCA,1379752509.486891,1394698181.493027,2009,2010,2011,2011,2011,2011,2011,2011,-14945672.00613594,2,2,2,-1.3232017,5.311407599999999,2009,2014,2014,2017,2018,2014,2017,Did not Recover,-6.634609299999999,5,8,9,-2.1791742000000003,4.718284099999999,2008,2013,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-6.897458299999999,10,10,10,-19.168847744269282,-13.964095767084839,2008,2010,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-5.2047519771844435,10,10,10,18.86483300167569,20.647102323777588,2009,2011,2013,2016,2018,2013,2016,Did not Recover,-1.7822693221018966,4,7,9,18.592241973340627,20.647102323777588,2009,2014,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-2.054860350436961,9,9,9,4.707714074084884,6.0189353815355275,2010,2016,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-1.3112213074506434,8,8,8,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,5.024131602755782,11.513906878774769,2010,2014,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-6.489775276018987,8,8,8,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
134,LCN,5051629433357.798,5148191065674.579,2009,2010,2010,2010,2010,2010,2010,2010,-96561632316.78125,1,1,1,-1.8756400000000002,5.5141907,2008,2010,2010,2010,2010,2010,2010,2010,-7.389830700000001,2,2,2,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,-28.910196889553013,,2008,2016,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,,10,10,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
135,LDC,,560455091209.6699,2008,,,,,Trend,Trend,Trend,,,,,3.7163150000000003,8.4850683,2008,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-4.7687533,10,10,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
136,LIC,,331827720900.3495,2008,,,,,Trend,Trend,Trend,,,,,4.224537799999999,6.0171771,2008,2012,2012,2012,2010,2012,2012,2010,-1.7926393000000003,4,4,2,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
137,LIE,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
138,LKA,,47872638202.97263,2008,,,,,Trend,Trend,Trend,,,,,,6.796827799999999,2008,,,,,Trend,Trend,Trend,,,,,-8.517066,-6.3653584,2009,2010,2010,2010,2010,2010,2010,2010,-2.1517076,1,1,1,-20.95841968625273,-19.2117908296268,2009,2010,2010,2010,2010,2010,2010,2010,-1.7466288566259287,1,1,1,,13.568722223660062,2008,,,,,Trend,Trend,Trend,,,,,,12.42648929525923,2008,,,,,Trend,Trend,Trend,,,,,1.9120904476452898,2.616622172435128,2008,2015,2015,2018,2018,2015,Did not Recover,Did not Recover,-0.7045317247898382,7,10,10,,4.576793690494966,2008,,,,,Trend,Trend,Trend,,,,,,2.3605463536786,2008,,,,,Trend,Trend,Trend,,,,,1.9156462306117568,2.06086342085846,2008,2015,2015,2015,2009,2015,2015,2009,-0.1452171902467032,7,7,1,0.7660355820843011,1.1422329284008301,2008,2016,2016,2016,2008,2016,2016,2008,-0.376197346316529,8,8,0
139,LMC,,3785814869796.108,2008,,,,,Trend,Trend,Trend,,,,,4.964593900000001,7.800838000000001,2008,2009,2010,2010,2018,2010,2010,Did not Recover,-2.8362441,2,2,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,-19.20174213317401,,2008,2009,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,,10,10,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
140,LMY,,17394030957395.59,2008,,,,,Trend,Trend,Trend,,,,,2.5134552,8.5930901,2008,2010,2010,2010,2018,2010,2010,Did not Recover,-6.079634899999999,2,2,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
